Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
2003	9	13	13	36.62	26.87	153	4.9	0.2	1
2003	9	14	9	40.27	43.65	12	4	0.2	0
2003	9	14	21	44.26	11.38	NaN	5.3	0.2	1
2003	9	15	0	44.27	11.4	10	3.8	0.2	0
2003	9	16	9	45.67	26.66	87	3.8	0.2	0
2003	9	16	11	39.41	0	10	4.1	0.2	1
2003	9	18	7	35.86	27.9	67	4.3	0.2	0
2003	9	20	11	45.69	26.64	146	3.5	0.2	0
2003	9	20	20	36.54	-9.64	16	4.2	0.2	1
2003	9	21	9	39.4	0.02	10	4.2	0.2	1
2003	9	21	10	39.42	-0.01	10	4.4	0.2	1
2003	9	22	6	70.39	-14.82	10	3.7	0.2	0
2003	9	22	9	70.47	-15.22	10	4.5	0.2	1
2003	9	22	19	63.66	-19.09	NaN	3.6	0.2	0
2003	9	24	8	39.62	38.16	2	4.6	0.2	1
2003	9	25	13	36.58	25.41	15	4.3	0.2	1
2003	9	26	18	38.59	23.54	10	4.3	0.2	1
2003	9	27	19	40.54	35.81	2	4.5	0.2	1
2003	9	28	3	52.23	-30.02	10	3.8	0.2	0
2003	9	30	16	37.99	21.71	10	4.3	0.2	0
2003	10	1	8	35.77	21.71	62	4.4	0.2	0
2003	10	2	22	39.8	30.54	11	4.1	0.2	1
2003	10	3	12	64.82	-17.31	3	3.7	0.2	0
2003	10	4	0	36.43	42.71	33	4.5	0.2	1
2003	10	5	11	48.34	-27.96	10	4.6	0.2	1
2003	10	5	21	45.58	26.45	146	4.5	0.2	0
2003	10	8	7	45.67	26.52	158	3.6	0.2	0
2003	10	11	23	39.89	39.09	5	4.4	0.2	1
2003	10	12	1	35.39	31.2	73	4	0.2	0
2003	10	12	7	35.34	-14.65	NaN	4.2	0.2	0
2003	10	13	16	66.51	-17.52	16	3.7	0.2	0
2003	10	15	6	41.1	42.8	NaN	4.53	0.2	1
2003	10	15	10	66.71	-18.02	14	4	0.2	0
2003	10	16	22	36.39	23.07	15	4.6	0.2	1
2003	10	17	12	35.97	22.19	30	5.3	0.2	1
2003	10	17	13	40.47	43.7	8	4.39	0.2	1
2003	10	18	13	64.81	-17.31	3	3.9	0.2	0
2003	10	18	15	36.16	-10.17	NaN	4.1	0.2	1
2003	10	19	1	37.56	-13.1	NaN	5.1	0.2	1
2003	10	19	10	40	43.5	9	4.13	0.2	0
2003	10	20	5	41.11	20.75	11	4.3	0.2	1
2003	10	20	6	38.64	44.59	NaN	4.93	0.2	1
2003	10	20	6	38.91	43.66	9	5.23	0.2	1
2003	10	20	6	38.91	43.66	9	5	0.2	1
2003	10	22	15	34.88	26.21	14	4.1	0.2	1
2003	10	23	17	37.72	42.49	5	5	0.2	0
2003	10	23	17	37.52	42.66	NaN	5.02	0.2	1
2003	10	25	14	37.99	22.82	121	4.4	0.2	1
2003	10	26	2	37.61	42.54	5	4.3	0.2	1
2003	10	26	5	37.78	42.66	5	4.4	0.2	0
2003	10	26	7	46.04	-27.62	10	4.1	0.2	0
2003	10	26	21	37.79	42.51	11	4.3	0.2	0
2003	10	27	3	37.28	28.2	5	4.1	0.2	1
2003	10	29	0	36.65	-9.72	54	4.2	0.2	1
2003	10	29	7	47.49	12.01	6	3.7	0.2	1
2003	10	29	21	40.74	22.78	10	4.7	0.2	1
2003	10	30	12	37.35	16.14	13	4	0.2	0
2003	10	30	23	34.96	25.51	6	4.4	0.2	1
2003	10	31	2	38.31	21.77	5	4.3	0.2	1
2003	10	31	3	37.42	-13.68	NaN	4.7	0.2	1
2003	10	31	5	44.21	20.3	30	3.6	0.2	0
2003	10	31	11	36.48	-7.21	44	4.2	0.2	1
2003	11	2	18	45.7	26.82	96	3.7	0.2	0
2003	11	3	2	38.29	43.24	5	4.27	0.2	0
2003	11	3	13	34.62	33.07	26	4.67	0.2	1
2003	11	4	17	71.75	-1.04	10	4.4	0.2	1
2003	11	5	1	71.79	-1.43	10	4.7	0.2	1
2003	11	14	0	40.34	14.57	378	4.4	0.2	1
2003	11	14	1	40.08	-29.58	26	4.1	0.2	0
2003	11	14	2	40.04	-29.67	15	5	0.2	1
2003	11	16	0	37.53	-2.65	8	4.1	0.2	1
2003	11	16	7	38.32	20.3	8	5.1	0.2	1
2003	11	16	18	41.47	44.02	17	4.1	0.2	0
2003	11	16	18	38.41	20.3	12	4.1	0.2	0
2003	11	17	0	37.21	-13.22	NaN	4.3	0.2	1
2003	11	18	18	38.39	21.99	13	4.3	0.2	1
2003	11	18	18	36.56	26.82	151	4.4	0.2	0
2003	11	18	20	36.58	26.95	159	4.1	0.2	0
2003	11	18	22	39.25	44.72	31	4.22	0.2	0
2003	11	19	0	37.2	-13.2	NaN	4.2	0.2	1
2003	11	19	3	41.36	43.82	10	4	0.2	0
2003	11	19	4	37.05	36.34	16	4.4	0.2	1
2003	11	19	20	37.2	-13.2	NaN	4.1	0.2	1
2003	11	20	12	45.71	26.72	136	3.6	0.2	0
2003	11	21	1	45.25	-27.96	10	4.7	0.2	1
2003	11	21	1	45.24	-27.99	10	5	0.2	1
2003	11	21	1	45.61	-27.98	10	4	0.2	0
2003	11	21	4	45.19	-28.01	10	5.6	0.2	1
2003	11	21	6	45.46	-28.05	10	4.8	0.2	1
2003	11	23	5	38.01	20.96	12	4.2	0.2	0
2003	11	23	23	34.47	24.91	15	4.3	0.2	1
2003	11	24	15	34.5	24.92	10	5.2	0.2	1
2003	11	25	1	34.48	25.03	NaN	4.4	0.2	1
2003	11	25	23	45.39	26.45	130	3.5	0.2	0
2003	11	27	14	34.55	24.92	8	4.6	0.2	1
2003	11	28	15	39.9	42.3	2	4.2	0.2	1
2003	11	30	7	37.21	-13.18	NaN	4.4	0.2	1
2003	12	1	21	39.5	38.56	10	4.4	0.2	1
2003	12	5	3	41.44	20.07	12	4.5	0.2	1
2003	12	6	0	41.88	19.16	14	4.8	0.2	1
2003	12	6	20	37.54	20.88	15	4.1	0.2	0
2003	12	6	21	35.36	-9.65	30	4.2	0.2	1
2003	12	7	8	38.2	42.5	12	4.27	0.2	0
2003	12	7	10	44.16	12.18	NaN	4.3	0.2	1
2003	12	7	13	39.68	24.21	10	4.3	0.2	1
2003	12	7	15	39.91	20.74	59	4.5	0.2	1
2003	12	8	2	39	42.6	15	4.13	0.2	1
2003	12	9	21	66.31	-18.84	6	3.7	0.2	0
2003	12	10	5	34.7	26	13	4.3	0.2	1
2003	12	10	8	37.12	-13.17	NaN	4.2	0.2	1
2003	12	12	0	35.29	32.95	22.1	4.15	0.2	1
2003	12	12	4	40	42.6	7	4.31	0.2	1
2003	12	13	23	36.64	-9.83	30	4.5	0.2	1
2003	12	14	6	35.93	24.2	102	4.1	0.2	1
2003	12	14	10	44.08	19.09	20	4.9	0.2	1
2003	12	14	19	35.49	21.68	62	4.1	0.2	1
2003	12	16	7	46.34	17.08	21	3.8	0.2	0
2003	12	16	10	38.96	26.81	14	4.5	0.2	1
2003	12	19	3	71.38	-1.32	10	3.5	0.2	0
2003	12	19	6	39	42.3	6	4.13	0.2	1
2003	12	19	9	36.12	21.86	26	4.9	0.2	1
2003	12	21	19	71.09	-6.71	10	4.2	0.2	0
2003	12	22	1	63.39	-24.14	11	3.7	0.2	0
2003	12	22	1	63.4	-24.03	NaN	4.1	0.2	0
2003	12	22	2	63.46	-24.03	6	3.6	0.2	0
2003	12	22	2	63.47	-24.13	6	4.3	0.2	0
2003	12	23	12	39.88	29.24	13	4.8	0.2	1
2003	12	23	13	39.86	29.24	9	4.2	0.2	1
2003	12	23	14	39.68	-29.63	14	5.6	0.2	1
2003	12	23	14	39.82	-29.55	NaN	4.6	0.2	1
2003	12	23	15	39.86	-29.58	5	4.1	0.2	0
2003	12	24	7	40.2	42	14	4.2	0.2	1
2003	12	25	6	40.1	19.86	NaN	4.4	0.2	0
2003	12	25	7	39.2	42.3	12	4.2	0.2	1
2003	12	25	15	41.29	43.9	1	4	0.2	0
2003	12	26	19	38.9	42.5	10	4.13	0.2	1
2003	12	27	8	38.3	43.2	7	4.2	0.2	0
2003	12	27	21	36.2	22.38	18	4.4	0.2	0
2003	12	28	22	34.52	25.03	9	4.1	0.2	1
2003	12	29	13	51.69	-30.08	10	4.4	0.2	1
2003	12	30	5	41.64	14.85	NaN	4.6	0.2	0
2004	1	1	1	71.09	-14.43	10	4.2	0.2	0
2004	1	1	14	70.93	-14.17	10	4.1	0.2	0
2004	1	2	15	38.9	43	NaN	4.35	0.2	1
2004	1	2	19	39.02	-28.18	28	4.2	0.2	0
2004	1	4	23	39.13	42.05	8	4.39	0.2	1
2004	1	6	10	38.3	38.95	11	4.9	0.2	1
2004	1	7	23	64.02	-21.22	6	4.2	0.2	1
2004	1	12	19	59.45	-30.37	10	4.6	0.2	0
2004	1	12	19	59.28	-30.46	9	5	0.2	1
2004	1	12	20	59.56	-30.68	10	4	0.2	0
2004	1	12	20	59.3	-30.44	10	4.7	0.2	0
2004	1	12	20	59.62	-30.9	10	4.1	0.2	0
2004	1	12	20	59.31	-30.45	10	5	0.2	1
2004	1	12	20	34.48	32.01	NaN	4.32	0.2	1
2004	1	12	20	59.3	-30.45	10	5.1	0.2	1
2004	1	12	20	59.79	-30.35	10	4.3	0.2	0
2004	1	13	1	59.38	-30.58	10	4.9	0.2	1
2004	1	13	1	59.44	-30.45	10	4	0.2	0
2004	1	13	1	59.53	-30.58	10	4	0.2	0
2004	1	13	3	59.27	-30.54	10	3.9	0.2	0
2004	1	13	20	59.55	-30.57	10	4.4	0.2	0
2004	1	16	7	36.47	-10.43	NaN	4.3	0.2	1
2004	1	16	7	41.05	-13.39	NaN	4.1	0.2	0
2004	1	16	11	41.08	44.05	13	4.33	0.2	0
2004	1	17	0	71.91	-1.28	10	4.3	0.2	1
2004	1	17	14	47.17	-27.4	10	4.8	0.2	1
2004	1	19	9	63.65	-23.28	6	3.6	0.2	0
2004	1	20	22	65.02	-16.66	NaN	3.8	0.2	0
2004	1	21	5	45.52	26.46	118	4.1	0.2	0
2004	1	22	11	38.41	31.69	5	4	0.2	0
2004	1	24	4	38.72	43.27	4	4.5	0.2	1
2004	1	24	4	38.07	44.92	46	4.76	0.2	1
2004	1	24	9	40.01	-29.56	8	4.5	0.2	1
2004	1	24	13	52.19	-30.19	10	5.8	0.2	1
2004	1	26	0	34.63	-5.5	NaN	4.3	0.2	1
2004	1	28	15	39.06	-28.2	23	4.5	0.2	0
2004	1	28	17	34.56	-5.48	22	4.5	0.2	1
2004	1	28	20	39.07	-28.19	26	4.3	0.2	0
2004	1	31	1	34.85	33.84	59.2	4.41	0.2	1
2004	2	2	9	37.29	-13.45	NaN	4.2	0.2	1
2004	2	3	6	48.81	-28.53	10	4	0.2	0
2004	2	3	11	40.65	36.52	1	4.4	0.2	1
2004	2	4	6	42.12	42.56	NaN	4.67	0.2	1
2004	2	6	15	48.31	-28.35	10	3.7	0.2	0
2004	2	6	23	36.1	-6.8	21	4.2	0.2	1
2004	2	7	11	45.67	26.62	144	4.4	0.2	0
2004	2	7	19	39.19	32.67	2	4.4	0.2	1
2004	2	7	21	35.83	26.86	14	5.2	0.2	1
2004	2	7	21	35.82	27.03	47	4.1	0.2	0
2004	2	8	9	39.19	32.6	10	4.6	0.2	1
2004	2	8	20	38.16	43.18	15	4.64	0.2	0
2004	2	9	3	36.16	22.42	40	5	0.2	0
2004	2	9	16	37.42	-9.15	31	4.8	0.2	1
2004	2	11	0	35.71	29.29	31	4.5	0.2	1
2004	2	12	9	44.48	12.58	5	3.8	0.2	0
2004	2	13	17	45.68	26.69	130	3.8	0.2	0
2004	2	15	2	41.12	43.45	9	4.1	0.2	0
2004	2	15	2	41.21	43.75	9	4.1	0.2	0
2004	2	16	18	34.63	-5.31	NaN	4.1	0.2	1
2004	2	17	5	44.18	-28.16	10	4.5	0.2	1
2004	2	19	4	36.98	28.65	9	4.1	0.2	1
2004	2	20	1	43.08	13.36	NaN	4	0.2	0
2004	2	23	17	47.27	6.26	17	4.5	0.2	1
2004	2	23	19	40.7	15.43	NaN	4.2	0.2	0
2004	2	24	0	35.11	-3.95	16	4	0.2	0
2004	2	24	0	35.17	-4.08	16	4.3	0.2	1
2004	2	24	0	35.14	-4	14	6.3	0.2	1
2004	2	24	0	35.07	-3.91	10	4	0.2	0
2004	2	24	0	35.05	-4.08	10	4.1	0.2	1
2004	2	24	2	35.15	-3.93	17	5.7	0.2	1
2004	2	24	2	35.19	-3.94	NaN	4.7	0.2	1
2004	2	24	2	35.58	-2.16	NaN	4.8	0.2	1
2004	2	24	2	35.1	-3.86	22	4.5	0.2	1
2004	2	24	2	35.21	-4.06	15	4.1	0.2	1
2004	2	24	2	35.14	-3.92	19	4.3	0.2	1
2004	2	24	2	35.07	-3.92	12	4.9	0.2	1
2004	2	24	2	35.18	-4.02	8	4.9	0.2	1
2004	2	24	3	35.23	-3.99	9	4.3	0.2	1
2004	2	24	3	34.83	-3.99	19	4.7	0.2	1
2004	2	24	3	35.16	-3.99	7	4.3	0.2	1
2004	2	24	3	35.13	-4.04	6	4.2	0.2	1
2004	2	24	3	35.07	-4	NaN	4.1	0.2	1
2004	2	24	4	35.11	-3.97	7	4.3	0.2	1
2004	2	24	4	35.14	-3.94	NaN	4.4	0.2	1
2004	2	24	4	35.19	-4	26	4.1	0.2	1
2004	2	24	4	35.12	-4.04	16	4.4	0.2	1
2004	2	24	4	35.2	-3.97	NaN	4.2	0.2	1
2004	2	24	5	40.72	15.44	10	4.2	0.2	0
2004	2	24	6	35.16	-3.94	11	4.4	0.2	1
2004	2	24	6	35.07	-4.04	22	4.2	0.2	1
2004	2	24	7	35.13	-3.91	18	4.2	0.2	1
2004	2	24	8	42.1	21.51	NaN	4.5	0.2	1
2004	2	24	9	35.19	-3.94	13	4.1	0.2	1
2004	2	24	14	35.16	-3.98	19	4.2	0.2	1
2004	2	24	16	35.22	-4.06	6	4.4	0.2	1
2004	2	24	23	35.07	-3.88	24	4.1	0.2	1
2004	2	25	0	35.17	-3.94	10	4	0.2	0
2004	2	25	0	35.05	-3.86	10	5.2	0.2	1
2004	2	25	7	35.19	-3.99	NaN	4.1	0.2	1
2004	2	25	7	35.23	-3.95	6	4.1	0.2	1
2004	2	25	10	35.16	-4	8	4.3	0.2	1
2004	2	25	16	35.14	-3.93	8	4.3	0.2	1
2004	2	25	18	39.93	-29.52	23	4.2	0.2	0
2004	2	25	22	35.96	30.53	11	4.8	0.2	1
2004	2	26	0	35.19	-4.06	16	4.9	0.2	1
2004	2	26	4	38.01	38.24	6	4.9	0.2	1
2004	2	26	4	37.96	38.19	NaN	5.02	0.2	1
2004	2	26	6	35.15	-4.18	10	4.1	0.2	1
2004	2	26	9	35.15	-4.01	NaN	4.1	0.2	1
2004	2	27	0	35.13	-3.99	14	4.4	0.2	1
2004	2	27	0	35.18	-3.92	14	4.5	0.2	1
2004	2	27	0	35.18	-3.92	14	4.5	0.2	1
2004	2	27	0	35.13	-3.96	12	4.3	0.2	1
2004	2	28	16	35.18	-4.07	NaN	4.1	0.2	1
2004	2	28	16	37.22	30.4	30	4.2	0.2	0
2004	2	29	2	35.11	-3.95	9	4.2	0.2	1
2004	2	29	15	41.23	43.86	3	4	0.2	0
2004	3	1	0	37.17	22.12	14	5.2	0.2	1
2004	3	2	0	35.14	-3.87	12	4.4	0.2	1
2004	3	2	20	51.9	-30.02	10	4.5	0.2	1
2004	3	2	22	35.04	-3.97	NaN	4.1	0.2	1
2004	3	3	1	35.11	-4.04	33	4.4	0.2	1
2004	3	3	2	39.83	15.2	NaN	4.6	0.2	1
2004	3	3	14	39.07	40.35	10	4.3	0.2	1
2004	3	4	0	47.91	-27.96	10	4.3	0.2	1
2004	3	6	9	36.9	-11.79	NaN	4.5	0.2	1
2004	3	7	0	35.06	-4.01	22	5	0.2	1
2004	3	7	15	34.98	-3.98	NaN	4.1	0.2	1
2004	3	10	3	35.11	-4.01	NaN	4.2	0.2	1
2004	3	10	4	35.26	-4.02	NaN	4.8	0.2	1
2004	3	11	12	38.48	19.81	30	4.4	0.2	1
2004	3	12	0	34.92	-4.05	NaN	4.9	0.2	1
2004	3	12	17	35.15	-3.96	NaN	4.4	0.2	1
2004	3	14	5	41.88	20.07	25	4	0.2	0
2004	3	14	5	45.73	26.74	128	3.8	0.2	0
2004	3	14	22	36.39	-8.35	NaN	4.1	0.2	1
2004	3	15	22	34.91	-4.06	NaN	4.4	0.2	1
2004	3	17	5	34.66	23.39	15	6.1	0.2	1
2004	3	17	23	45.69	26.53	158	4.1	0.2	0
2004	3	18	4	34.43	23.35	30	4.1	0.2	1
2004	3	18	15	36.17	26.54	129	4.4	0.2	0
2004	3	18	16	37.61	-13.48	NaN	4.3	0.2	1
2004	3	18	20	45.63	26.57	141	3.7	0.2	0
2004	3	20	0	35	-4.15	10	4.5	0.2	1
2004	3	23	12	43.29	19.73	NaN	4.3	0.2	1
2004	3	24	0	36.03	-8.7	66	5	0.2	1
2004	3	24	4	38.91	26.74	16	4.1	0.2	1
2004	3	24	12	70.97	-6.31	10	4.1	0.2	0
2004	3	25	19	39.87	40.86	20	5.6	0.2	1
2004	3	25	20	34.32	26.49	23	4.6	0.2	0
2004	3	25	22	39.93	40.75	10	4.3	0.2	1
2004	3	25	22	35.05	-4.03	NaN	4.1	0.2	1
2004	3	26	10	39.93	40.81	NaN	3.97	0.2	0
2004	3	27	4	39.9	40.76	10	4.4	0.2	1
2004	3	28	3	39.92	40.95	30.4	5.6	0.2	1
2004	3	28	4	39.41	40.76	NaN	4.5	0.2	1
2004	3	28	4	37.3	-13.46	NaN	4.3	0.2	1
2004	3	28	4	39.91	40.71	10	4.4	0.2	1
2004	3	28	4	39.12	40.78	NaN	4.32	0.2	1
2004	3	28	5	39.9	40.77	10	4.3	0.2	1
2004	3	28	8	70.92	-6.26	10	4.2	0.2	0
2004	3	28	14	35.66	22.83	82	4.8	0.2	1
2004	3	28	15	45.63	26.44	160	3.5	0.2	0
2004	3	29	8	49.91	-28.93	10	4	0.2	0
2004	3	31	16	47.13	-26.99	10	4.1	0.2	0
2004	4	1	0	35.09	-4.1	8	4	0.2	0
2004	4	1	8	39.93	40.78	NaN	4	0.2	0
2004	4	1	8	39.95	40.8	10	4.9	0.2	1
2004	4	2	3	45.73	26.67	142	3.8	0.2	0
2004	4	3	12	39.96	40.83	10	4.4	0.2	1
2004	4	4	4	52.28	-30.59	10	3.8	0.2	0
2004	4	4	6	45.64	26.48	150	4.3	0.2	0
2004	4	4	14	66.26	-16.75	7	3.6	0.2	0
2004	4	5	17	35.63	27.56	33	4.3	0.2	0
2004	4	6	0	35.05	-4.11	6	4.2	0.2	1
2004	4	6	22	45.63	26.51	151	3.9	0.2	0
2004	4	7	1	40.7	20.35	67	5	0.2	1
2004	4	7	8	60.51	11.63	11	3.6	0.2	0
2004	4	9	21	47.24	-27.43	10	4.1	0.2	0
2004	4	11	5	38.83	43.67	10	4.14	0.2	1
2004	4	11	5	38.72	43.7	10	4.33	0.2	1
2004	4	11	5	38.85	43.53	10	4.26	0.2	1
2004	4	11	5	38.68	43.73	10	4.17	0.2	1
2004	4	11	5	38.66	43.7	25	4.35	0.2	1
2004	4	11	17	46.34	-27.34	10	4.1	0.2	0
2004	4	12	22	36.04	23.37	33	4.3	0.2	0
2004	4	13	17	63.63	-23.42	9	4.1	0.2	0
2004	4	13	17	63.63	-23.41	8	4.1	0.2	0
2004	4	13	21	40.75	31.64	10	4.4	0.2	1
2004	4	14	23	71.05	-7.74	11	5.9	0.2	1
2004	4	15	0	71.13	-7.05	NaN	4	0.2	0
2004	4	15	0	71.07	-7.21	10	4.3	0.2	1
2004	4	15	1	70.85	-7.21	15	3.9	0.2	0
2004	4	16	8	35.06	-4.14	NaN	4.3	0.2	1
2004	4	17	3	39.14	29.48	6	4.2	0.2	1
2004	4	17	5	38.72	17.13	10	4	0.2	0
2004	4	18	14	36.2	-7.68	41	4.5	0.2	1
2004	4	19	15	40.61	27.7	16	4.1	0.2	1
2004	4	19	23	34.09	26.14	21	4.8	0.2	1
2004	4	20	5	35.73	-2.26	NaN	4	0.2	0
2004	4	20	6	70.96	-7.1	10	4.2	0.2	0
2004	4	21	1	45.7	26.5	166	3.5	0.2	0
2004	4	22	8	43.39	-28.77	10	4.4	0.2	1
2004	4	22	16	45.48	26.4	132	3.7	0.2	0
2004	4	22	20	49.88	-28.88	10	4.8	0.2	1
2004	4	22	22	49.87	-28.94	10	4.2	0.2	0
2004	4	22	23	49.76	-28.89	10	4.1	0.2	0
2004	4	23	1	49.93	-28.88	10	5.2	0.2	1
2004	4	23	2	49.64	-28.95	10	4	0.2	0
2004	4	23	7	49.9	-28.91	10	5.1	0.2	1
2004	4	23	11	50.3	-28.77	10	4.2	0.2	0
2004	4	24	5	50.18	-29.26	10	3.8	0.2	0
2004	4	24	9	49.56	-29.02	10	4	0.2	0
2004	4	24	12	49.8	-28.91	10	4.2	0.2	0
2004	4	24	13	45.57	26.58	129	3.8	0.2	0
2004	4	24	19	49.9	-28.89	10	3.9	0.2	0
2004	4	24	21	49.95	-28.91	10	4.3	0.2	1
2004	4	25	6	49.84	-28.69	10	3.9	0.2	0
2004	4	25	9	39.12	-28.43	10	4.4	0.2	0
2004	4	25	12	49.92	-28.94	10	4.1	0.2	0
2004	4	26	13	41.86	23.43	8	4	0.2	0
2004	4	26	16	36.62	26.76	168	4.1	0.2	0
2004	4	27	0	44.61	17.62	40	3.6	0.2	0
2004	4	28	0	49.9	-28.93	10	3.9	0.2	0
2004	4	28	7	38.35	21.81	12	4.2	0.2	1
2004	4	29	2	49.77	-28.81	10	4.5	0.2	1
2004	4	29	20	52.29	-31.25	10	4	0.2	0
2004	4	30	15	49.94	-29.47	10	4.2	0.2	0
2004	5	1	2	49.33	-28.67	10	4	0.2	0
2004	5	1	19	39.94	40.71	10	4.3	0.2	1
2004	5	2	21	36.86	-12.15	NaN	4.2	0.2	1
2004	5	3	13	44.91	-28.06	10	3.9	0.2	0
2004	5	3	13	44.78	-28.07	10	4.2	0.2	0
2004	5	4	2	45.04	-28.1	10	4.1	0.2	0
2004	5	5	13	38.52	14.9	255	5.5	0.2	1
2004	5	5	20	49.81	-28.93	10	4.1	0.2	0
2004	5	6	12	49.79	-29.05	10	3.9	0.2	0
2004	5	10	11	71.07	-6.76	15	3.9	0.2	0
2004	5	10	13	71.11	-6.74	10	4.1	0.2	0
2004	5	11	13	38.94	43.56	5	4.47	0.2	1
2004	5	12	6	38.85	43.86	5	4.22	0.2	1
2004	5	13	1	36.52	25.44	17	4.1	0.2	1
2004	5	14	0	45.15	7.19	10	3.5	0.2	0
2004	5	14	8	71.96	-1.2	10	4.7	0.2	1
2004	5	14	16	37.55	29.65	9	4.3	0.2	1
2004	5	14	19	42.54	21.92	12	4.1	0.2	0
2004	5	14	21	34.26	25.24	36	4.3	0.2	1
2004	5	16	3	40.7	29.33	10	4.3	0.2	1
2004	5	18	2	34.52	33.21	NaN	4.5	0.2	1
2004	5	18	10	38.33	44.43	10	4.34	0.2	1
2004	5	20	11	39.96	40.74	NaN	3.97	0.2	0
2004	5	20	17	40.77	19.67	8	4	0.2	0
2004	5	21	19	59.22	-30.92	10	4.1	0.2	0
2004	5	22	5	50.41	7.39	3	3.6	0.2	0
2004	5	23	9	44.86	-28.09	10	4.2	0.2	0
2004	5	23	15	43.4	17.39	8	5	0.2	1
2004	5	23	22	39.93	39.05	5	4.3	0.2	1
2004	5	25	5	35.75	27.34	30	4.8	0.2	0
2004	5	25	7	47.48	17.14	8	3.5	0.2	0
2004	5	25	13	36.8	-11.05	NaN	4.1	0.2	1
2004	5	28	10	37.49	36.31	11	4.3	0.2	1
2004	5	29	2	63.68	-23.27	14	3.7	0.2	0
2004	5	30	6	37.19	21.43	16	4.7	0.2	1
2004	5	30	10	41.24	-29.27	10	4.1	0.2	0
2004	5	31	6	37.16	21.49	16	4.5	0.2	1
2004	6	3	8	45.47	26.14	141	3.6	0.2	0
2004	6	4	19	36.77	26.57	19	4.1	0.2	0
2004	6	5	8	38.88	44.05	5	4.18	0.2	1
2004	6	8	4	40.17	43.52	33	4.12	0.2	0
2004	6	9	3	38.43	30.2	7	4.4	0.2	1
2004	6	9	10	38.77	43.18	5	4.42	0.2	1
2004	6	9	10	40.24	42.04	10	4.3	0.2	1
2004	6	10	5	71.3	-8.4	13	3.7	0.2	0
2004	6	11	16	52.19	-30.39	10	4	0.2	0
2004	6	12	3	37.38	-14.5	NaN	4.2	0.2	1
2004	6	12	9	37.38	36.19	18	4.4	0.2	1
2004	6	12	13	38.61	39.61	10	4.8	0.2	1
2004	6	12	17	35.46	31.12	49	4.2	0.2	1
2004	6	13	4	39.68	42.48	8	4.14	0.2	1
2004	6	15	12	40.41	25.85	7	5.2	0.2	1
2004	6	19	17	39.8	44.92	9	4.29	0.2	0
2004	6	20	10	40.3	42.22	13	4.45	0.2	1
2004	6	20	13	46.21	-27.41	10	4.2	0.2	0
2004	6	23	23	35.1	-4.98	33	4.1	0.2	1
2004	6	26	1	70.24	-15.34	10	3.9	0.2	0
2004	6	26	5	70.13	-14.9	10	4.1	0.2	0
2004	6	26	22	40.57	5.61	33	4.3	0.2	1
2004	6	27	11	42.05	23.45	10	4.1	0.2	0
2004	6	27	12	41.93	23.33	NaN	4.2	0.2	0
2004	6	27	13	71.4	-9.05	10	3.6	0.2	0
2004	6	27	15	40.93	25.99	2	4.5	0.2	1
2004	6	28	1	37.03	-24.22	10	4.1	0.2	0
2004	6	28	23	47.53	8.17	20	3.5	0.2	0
2004	7	1	22	39.73	43.93	NaN	5.1	0.2	0
2004	7	2	1	45.69	26.8	109	3.8	0.2	0
2004	7	2	3	63.68	-19.13	NaN	3.9	0.2	0
2004	7	2	7	41.31	32.09	NaN	4.24	0.2	1
2004	7	3	0	39.8	44	5	4.35	0.2	0
2004	7	3	18	37.1	27.59	19	4.2	0.2	1
2004	7	3	20	38.49	31.33	10	4.2	0.2	1
2004	7	9	1	36.36	-14.29	NaN	4.4	0.2	1
2004	7	10	0	45.69	26.57	150	4.3	0.2	0
2004	7	10	5	71.42	-4.3	15	4.2	0.2	0
2004	7	12	13	46.29	13.6	7	5.2	0.2	1
2004	7	13	1	45.47	26.37	147	3.7	0.2	0
2004	7	13	23	36.88	-12.2	NaN	4.4	0.2	1
2004	7	14	4	46.34	13.57	7	3.7	0.2	0
2004	7	17	18	39.08	40.43	1	4.4	0.2	1
2004	7	17	20	37.1	-12.9	NaN	4.3	0.2	1
2004	7	18	3	38.36	-30.06	10	4.5	0.2	1
2004	7	18	13	41.06	33.43	11	4.4	0.2	1
2004	7	19	2	48.07	-27.36	10	3.8	0.2	0
2004	7	19	11	67.85	-18.02	10	3.7	0.2	0
2004	7	19	13	38.54	-29.99	13	4.1	0.2	0
2004	7	19	19	38.85	-29.77	5	4.2	0.2	0
2004	7	20	6	50.2	-29.23	10	5	0.2	1
2004	7	21	8	41.18	-29.27	10	4.8	0.2	1
2004	7	21	9	39.65	33.95	5	4.6	0.2	1
2004	7	21	20	39.5	43.92	8	4.6	0.2	0
2004	7	22	15	39.41	41	NaN	4.15	0.2	1
2004	7	22	17	45.58	26.44	147	4.1	0.2	0
2004	7	24	7	41	43.12	7	4.15	0.2	1
2004	7	24	15	34.49	23.77	56	4.1	0.2	1
2004	7	24	19	35.29	23.52	1	4.7	0.2	1
2004	7	25	8	38.36	39.21	3	4.4	0.2	1
2004	7	25	20	40.83	43.02	6	3.95	0.2	0
2004	7	26	21	50.25	-29.28	10	4.4	0.2	1
2004	7	26	21	50.15	-29.16	10	4.1	0.2	0
2004	7	28	0	39.57	44	10	4.16	0.2	0
2004	7	28	4	35.2	23.18	15	4.3	0.2	1
2004	7	28	22	36.52	-5.15	43	4.2	0.2	0
